key	text	tooltip
unit_abilities_onscreen_name_wh2_main_item_abilities_pearl_of_infinite_bleakness	Pearl of Infinite Bleakness	true
unit_abilities_onscreen_name_wh_dlc06_quest_abilities_grand_faiths_bastion	Greater Faith Bastion	true
unit_abilities_tooltip_text_wh_main_banner_passive_banner_of_lost_holds	Created by Runelords who hailed from lost holds - to fight beneath this storied banner is to recall the fury of so many wrongs. 	true
unit_abilities_onscreen_name_wh2_dlc09_character_abilities_strike_of_nehekhara	Desertstrike	true
unit_abilities_tooltip_text_wh_dlc08_unit_passive_from_the_mist	Dark figures move and twist within the magical miasma woven by the Fimir Balefiends as additional protection against the foe.	true
unit_abilities_onscreen_name_wh2_dlc10_unit_abilities_frost_breath	Frost Breath	true
unit_abilities_onscreen_name_wh_dlc08_hero_passive_twisted_flesh_ii	Twisted Flesh II	true
unit_abilities_onscreen_name_wh2_dlc12_character_abilities_supreme_shield_of_the_old_ones	Supreme Shield of the Old Ones	true
unit_abilities_tooltip_text_wh2_dlc11_spell_deep_krakens_pull_upgraded	Few have the strength to break free once the Kraken has them within its horrid, betentacled grasp.	true
unit_abilities_tooltip_text_wh2_main_banner_passive_sacred_banner_of_the_horned_rat	The runes of this banner twist into any language, so all victims can understand the message that the Horned Rat wants their soul.	true
unit_abilities_tooltip_text_wh2_dlc15_character_abilities_sausage_busta	These sausages have quite the kick – thrown at an enemy, they violently rupture in a flesh-mangling implosion.	true
unit_abilities_tooltip_text_wh2_dlc11_unit_passive_the_hunger	As the Vampires rip apart their victims they feast on the blood that spills forth – gaining strength and replacing lost stamina.	true
unit_abilities_tooltip_text_wh_main_spell_bound_fireball	The Wizard conjures a boiling ball of magical flame and hurls it at a nearby foe.	true
unit_abilities_onscreen_name_wh_main_spell_lil_waaagh_vindictive_glare	Vindictive Glare	true
unit_abilities_tooltip_text_wh_main_rune_passive_master_rune_of_grungni	This rune stirs up the Winds of Magic, using their swirling arcane force to protect its bearer and shield nearby Dwarfs from missile fire.	true
unit_abilities_tooltip_text_wh2_dlc10_item_abilities_the_amber_trance	Upon this scroll is written the 'Amber Trance'; as the foes slowly turn to amber their morale is sapped away!	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_pit_of_shades_upgraded	The spellcaster opens a vortex leading into the Pit. Anything caught within it will be lost forever.	true
unit_abilities_onscreen_name_wh2_dlc13_item_passive_obsinite_plate	Obsinite Plate	true
unit_abilities_onscreen_name_wh_dlc04_quest_abilities_servant_of_nagash	Servants of Nagash	true
unit_abilities_onscreen_name_wh2_dlc11_character_abilities_ghosts_of_the_past_2	Ghosts of the Past	true
unit_abilities_tooltip_text_wh_dlc03_spell_wild_devolve	The Bray-Shaman magnifies the savage and animalistic parts of the foe's psyche until they are nothing more than growling beasts.	true
unit_abilities_onscreen_name_wh_main_banner_passive_banner_of_eternal_flame	Banner of Eternal Flame	true
unit_abilities_tooltip_text_wh2_dlc11_item_abilities_moonshine	What's wrong with a bit of extra courage before a fight? Nothing, except now the combatants are considerably more flammable than before.	true
unit_abilities_tooltip_text_wh2_dlc16_unit_abilities_whirling_death	A Bladesinger’s dance may start as a mesmerising, graceful pirouette, but always ends as a violent maelstrom of slicing, gashing slaughter!	true
unit_abilities_tooltip_text_wh2_dlc09_character_abilities_curse_of_khsar	The harsh, howling desert winds cut through everything, be it armour or clothing or raw flesh.	true
unit_abilities_onscreen_name_wh2_dlc14_spell_stealth_black_whirlwind_upgraded	Black Whirlwind Upgraded	true
unit_abilities_tooltip_text_wh_pro04_unit_passive_wildfire_aura	The forest looks after its own.	true
unit_abilities_tooltip_text_wh2_dlc15_character_abilities_burp_of_grom_0	Copious amounts of food constantly bubbles and brews in Grom’s astringent stomach bile, causing horrendous and explosive belching that he can barely control.	true
unit_abilities_onscreen_name_wh_main_spell_bound_fireball	Fireball	true
unit_abilities_tooltip_text_wh_dlc06_unit_passive_power_of_the_dragonback	Strong and tenacious, the Dawi’s hardy, passionate nature can be put to lethally good use on the battlefield.	true
unit_abilities_tooltip_text_wh2_dlc11_item_abilities_slann_gold	It is well known that Lustrian gold is enchanted with all manner of esoteric properties; Harkon thinks it will restore his fractured mind! 	true
unit_abilities_onscreen_name_wh2_dlc10_character_abilities_entangle	Entangle	true
unit_abilities_tooltip_text_wh2_main_spell_plague_plague	The caster unleashes a vile disease that scours the battlefield in search of victims to infect and instantly petrify.	true
unit_abilities_tooltip_text_wh_main_unit_abilities_unholy_vigour	The Cairn Wraith and the skeletal steeds pulling the Black Coach are filled with unholy vigour.	true
unit_abilities_tooltip_text_wh_main_lord_passive_deathblow	Such is the strength within this warrior that when they strike it is sure to be a deathblow!	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	The Mistwalkers of Yvresse are called upon to defend the homeland in its hour of need.	true
unit_abilities_onscreen_name_wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	Mantle of Ghorok Upgraded	true
unit_abilities_tooltip_text_wh_main_spell_heavens_harmonic_convergence	Divining auspicious signs, the caster guides the minds of targets, augmenting them with the foresight needed for victory.	true
unit_abilities_onscreen_name_wh2_dlc16_unit_abilities_warp_lightning_rod	Warp Lightning Rod	true
unit_abilities_tooltip_text_wh2_main_item_passive_shield_of_ghrond	Shaped into the leering face of an Ice Daemon, this shield is imbued with the north wind, robbing attacks of their force.	true
unit_abilities_onscreen_name_wh_pro01_weapon_abilities_rune_axe_of_grombrindal	Rune Axe of Grombrindal	true
unit_abilities_tooltip_text_wh_dlc05_item_passive_cloak_of_isha	This cloak, renewed annually by Ariel herself, is all Orion needs to protect himself.	true
unit_abilities_tooltip_text_wh2_main_spell_high_magic_apotheosis_upgraded	Waves of pure High Magic infuse the target, radiating within the body, returning vigour and life.	true
unit_abilities_onscreen_name_wh2_dlc13_item_passive_resilient_spirit	Resilient Spirit	true
unit_abilities_tooltip_text_wh_main_spell_metal_glittering_robe_upgraded	The Alchemist conjures a gaudy cloak of shimmering scale to improve his allies’ defensive stance.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_tzarkan_mp	Tz’arkan’s dark influence waxes and wanes, but when Malus relinquishes control entirely, the Daemon’s supernatural strength is unleashed upon the world.	true
unit_abilities_tooltip_text_wh2_dlc15_character_abilities_they_needs_stabbin	"Get yer stabbers out, boys. We ain’t leavin’ ‘til they's fulla gashes!"	true
unit_abilities_tooltip_text_wh_main_spell_lil_waaagh_night_shroud_upgraded	The Shaman throws a black-capped nightshade mushroom into the air, which bursts into a cloud of murky darkness.	true
unit_abilities_tooltip_text_wh2_dlc09_item_abilities_amulet_of_phastah	This moon-shaped amulet projects a disruptive magical energy onto the enemy's defences.	true
unit_abilities_tooltip_text_wh_main_spell_death_aspect_of_the_dreadknight	An invisible aura of horror surrounds the Wizard’s allies. Only the bravest foes now stand before them.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_mimic_murderous_prowess	It is through killing that Dark Elves rise above other beings. Once engulfed in enough bloodshed, they will often feel their murderous prowess increase, as if Khaine himself was guiding the blades of his disciples.\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_onscreen_name_wh_dlc03_item_passive_the_dark_mail	The Dark Mail	true
unit_abilities_tooltip_text_wh2_dlc11_character_abilities_ghosts_of_the_past_0	"Pale warriors, death-pale were they all; They cried—‘La Belle Dame sans Merci thee hath in thrall!"	true
unit_abilities_tooltip_text_wh2_main_item_abilities_the_horn_of_kygor	It is said that the legendary Kygor, the first owner of the horn, was a warrior who could stare down a Carnosaur!	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_lightning_reflexes	Lightning Reflexes	true
unit_abilities_onscreen_name_wh_dlc05_quest_passive_blessed_by_the_mage_queen	Blessings of the Mage Queen	true
unit_abilities_tooltip_text_wh2_dlc13_army_abilities_amber_bow_cannons	Made from the very best Nuln-forged steel, these imported behemoths cut jungle scrub and monster flesh to shreds.	true
unit_abilities_onscreen_name_wh_dlc06_weapon_abilities_skarsniks_prodder	Skarsnik's Prodder	true
unit_abilities_tooltip_text_wh_main_spell_light_shems_burning_gaze_bound	Bolts of cleansing energy fly from the Wizard’s hands, searing evil wherever they strike.	true
unit_abilities_tooltip_text_wh_dlc06_lord_abilities_mighty_oath_stone	Belegar carries his enormous Oath Stone everywhere. In dire times, he stands tauntingly atop it to fight to the end.	true
unit_abilities_onscreen_name_wh_dlc05_spell_life_awakening_the_wood_branchwraith	Awakening of the Wood	true
unit_abilities_onscreen_name_wh_dlc08_hero_passive_vicious_assault_i	Vicious Assault I	true
unit_abilities_onscreen_name_wh2_main_character_abilities_concealment_bombs	Concealment Bombs	true
unit_abilities_tooltip_text_wh2_main_army_abilities_soul_torrent	The souls of many slaves brought aboard the Black Ark are ‘extracted’ and fired into the sky by sorcerous means, only to fall back to the surface as deadly rain.	true
unit_abilities_onscreen_name_wh2_dlc17_army_abilities_ghorgon_summon_qb_scripted	Ghorgon Summon	true
unit_abilities_tooltip_text_wh2_dlc09_army_abilities_sand_veil	A shroud of swirling sand is conjured to screen the spellcaster's forces from the enemy.	true
unit_abilities_tooltip_text_wh_main_weapon_passive_chaos_tomb_blade	This evil weapon entraps the souls of those in cleaves, binding their fleshless remains in servitude.	true
unit_abilities_onscreen_name_wh2_dlc17_lord_passive_greater_locus_of_power	Greater Locus of Power	true
unit_abilities_tooltip_text_wh_main_spell_light_net_of_amyntok_upgraded	The Wizard casts an arcane net, created to hold the Great Deceiver himself. Any caught in its strands will struggle to act.	true
unit_abilities_tooltip_text_wh_main_hero_abilities_ballistics_calibration	This Hero has an eye for accuracy, firing rates and enemy sweet spots. War machines will benefit from his presence.	true
unit_abilities_onscreen_name_wh_main_item_abilities_wand_of_jet	Wand of Jet	true
unit_abilities_tooltip_text_wh2_main_item_abilities_pearl_of_infinite_bleakness	This pearl of blackest jet soaks up dread, fear and self-doubt, leaving its wearer stronger within.	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_invocation_of_ending	With powerful enchantments ensorcelled from the Warden’s Tower, the Winds of Magic are temporarily becalmed.	true
unit_abilities_tooltip_text_wh_main_rune_abilities_rune_of_oath_and_steel	Armour inscribed with the Rune of Oath & Steel will not bend or buckle. 	true
unit_abilities_onscreen_name_wh_main_weapon_abilities_charmed_shield	Charmed Shield	true
unit_abilities_onscreen_name_wh2_dlc13_lord_abilities_monstrous_strength	Monstrous Strength	true
unit_abilities_onscreen_name_wh2_dlc17_army_abilities_ancestral_rune_of_valaya	Ancestral Rune of Valaya	true
unit_abilities_tooltip_text_wh_pro03_lord_abilities_lord_of_undeath_3	The Lichemaster raises the ancient Wight to do his bidding, but Krell serves Nagash first and foremost...	true
unit_abilities_onscreen_name_wh_main_item_abilities_regenerating_flesh	Regenerating Flesh	true
unit_abilities_tooltip_text_wh_main_spell_fire_the_burning_head	A cackling, flaming visage appears before the Wizard. With a gleeful screech, it swirls around the battlefield, immolating anything in its way.  	true
unit_abilities_tooltip_text_wh_pro04_unit_abilities_loecs_shroud	Shadows be thy cloak and darkness thy ally.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_mimic_forest_walker	Mirror (Forest Walker)	true
unit_abilities_tooltip_text_wh2_dlc13_unit_abilities_emergency_vent	Steam must be let off from time to time, which leads to screaming, scalding death for any foe too close to the Emperor's Wrath during battle.	true
unit_abilities_onscreen_name_wh_main_unit_abilities_unholy_vigour	Unholy Vigour	true
unit_abilities_tooltip_text_wh2_dlc12_weapon_passive_blade_of_the_ancient_skies	Carved from the dense, fossilised jawbone of a monstrous, sky-borne predator that became extinct in ages long past.	true
unit_abilities_onscreen_name_wh2_dlc15_lord_passive_mistwalkers_barrage	Mistwalkers' Barrage	true
unit_abilities_tooltip_text_wh_dlc08_lord_abilities_seduction_of_the_serpent	Although the youngest of the Dark Gods, the Serpent is no less potent and can bind mortals to eternal service with alluring visions or tantalising temptations.	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_starmetal_plate	Starmetal Plate	true
unit_abilities_onscreen_name_wh2_dlc09_faction_passive_realm_of_souls_tier_2	Realm of Souls Tier 2	true
unit_abilities_onscreen_name_wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	The Dreaded Thirteenth Spell	true
unit_abilities_onscreen_name_wh_dlc05_spell_shadow_the_withering_upgraded	The Withering Upgraded	true
unit_abilities_tooltip_text_wh2_dlc13_item_passive_obsinite_plate	The highest standard of protection... whilst also looking pretty good next to one's peers!	true
unit_abilities_onscreen_name_wh2_dlc15_lord_passive_language_of_da_boyz	Language of Da Boyz	true
unit_abilities_onscreen_name_wh2_dlc11_character_abilities_hornswaggle	Hornswaggle	true
unit_abilities_onscreen_name_wh2_main_faction_abilities_murderous_mastery	Murderous Mastery	true
unit_abilities_tooltip_text_wh_dlc03_hero_passive_strength_of_the_land_iv	The herd waits, allowing the enemy to come to them. Nature is their defence, as man will soon find out.	true
unit_abilities_tooltip_text_wh2_dlc11_spell_deep_tidecall_upgraded	The sea is summoned, and a great tide coalesces upon the battlefield to drench all those that oppose the caster.	true
unit_abilities_onscreen_name_wh_main_lore_passive_exorcism	Exorcism	true
unit_abilities_onscreen_name_wh2_main_lore_passive_shield_of_saphery	Shield of Saphery	true
unit_abilities_tooltip_text_wh2_dlc16_unit_passive_instability_1	Despite Throt’s efforts to the contrary, the powers gifted to his troops often come with a price of a deteriorating life expectancy.	true
unit_abilities_tooltip_text_wh_dlc01_weapon_abilities_sword_of_change	The Sword of Change was fashioned by the Daemon Warlord Amon 'Chakai, whose fossilised eye is still grasped in the weapon's pommel. 	true
unit_abilities_tooltip_text_wh2_dlc15_army_abilities_big_waaagh	There are few things more bloodcurdling than the sight of the green tide of a Waaagh! in full flow – save for an even bigger Waaagh! of course!	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_spirit_of_gork_or_mork	Spirit of Gork (or Mork)	true
unit_abilities_onscreen_name_wh_dlc08_spell_metal_plague_of_rust_kihar	Plague of Rust	true
unit_abilities_onscreen_name_wh2_main_unit_abilities_dark_fire_of_chaos	Dark Fire of Chaos	true
unit_abilities_onscreen_name_wh2_dlc15_army_abilities_skarsniks_big_waaagh	Skarsnik's Big Waaagh!	true
unit_abilities_onscreen_name_wh2_dlc11_army_abilities_shanty_verse_2	Shanty: Second Verse	true
unit_abilities_onscreen_name_wh_dlc15_quest_passive_primal_rage	Primal Rage	true
unit_abilities_onscreen_name_wh2_main_item_passive_warp_shard_armour	Warp-Shard Armour	true
unit_abilities_onscreen_name_wh2_dlc10_spell_bound_soulblight	Soulblight	true
unit_abilities_onscreen_name_wh2_main_item_abilities_the_guiding_eye	The Guiding Eye	true
unit_abilities_tooltip_text_wh_main_spell_light_phas_protection_upgraded	The Wizard calls upon the beneficent Guardian of Light to protect his allies from harm.	true
unit_abilities_onscreen_name_wh2_dlc16_item_abilities_dreaming_ring_ii	Dreaming Ring II	true
unit_abilities_tooltip_text_wh_dlc03_spell_wild_traitor_kin	The Bray-Shaman drives a spear of wrath into enemy hearts, unlocking the beast within and causing them to turn against their own.	true
unit_abilities_tooltip_text_wh_main_character_abilities_blood_lust	Vampires have long had a savage and unstoppable bloodlust. They will continue to slaughter until the foe has either been turned to Undeath or lies dead at their feet.	true
unit_abilities_tooltip_text_wh2_main_lore_passive_plague_rash	Itchy, nasty buboes are spread as the spells of Plague are cast, infecting the enemy populace with sickness.	true
unit_abilities_onscreen_name_wh_main_hero_passive_aura_of_the_lady	Aura of the Lady	true
unit_abilities_onscreen_name_wh_main_unit_abilities_black_scythes	Black Scythes	true
unit_abilities_tooltip_text_wh_main_banner_passive_gleaming_pennant	As the Gleaming Pennant flutters in the breeze it instils all that march under it the belief that they will be victorious.	true
unit_abilities_tooltip_text_wh2_main_item_abilities_the_guiding_eye	Wrought in black iron with an oval ruby at its centre, the Guiding Eye grants mystical sight to its wearer.	true
unit_abilities_onscreen_name_wh2_dlc17_spell_bound_shield_of_thorns	Shield of Thorns	true
unit_abilities_onscreen_name_wh2_dlc10_item_abilities_fear_of_aramar	Fear of Aramar	true
unit_abilities_tooltip_text_wh_main_spell_big_waaagh_brain_bursta_upgraded	Projecting violence in a mental wave, the Shaman glowers at his target and lets loose a bolt of brain-melting force.	true
unit_abilities_tooltip_text_wh2_dlc16_unit_passive_unbinding_dryads	Summoned creatures exist in this world on borrowed time, eventually disappearing back to the Winds from whence they came.	true
unit_abilities_tooltip_text_wh2_dlc09_unit_passive_spirit_conduit	As a channel between the mortal world and the Realm of Souls, a Hierotitan amplifies the Liche Priest’s incantations.	true
unit_abilities_onscreen_name_wh2_dlc15_lord_abilities_dragonhorn	Dragonhorn	true
unit_abilities_onscreen_name_wh2_dlc11_unit_passive_the_hunger	The Hunger	true
unit_abilities_onscreen_name_wh2_dlc16_hero_passive_power_grab	Power Grab	true
unit_abilities_onscreen_name_wh2_main_lord_passive_strength_through_spite	Strength Through Spite	true
unit_abilities_onscreen_name_wh2_main_item_passive_darkstar_cloak	Darkstar Cloak	true
unit_abilities_tooltip_text_wh2_dlc09_character_abilities_strike_of_nehekhara	Beware the scorpion's sting, hidden 'neath the desert sands yet always poised to strike.	true
unit_abilities_onscreen_name_wh_main_spell_big_waaagh_gaze_of_mork_upgraded	Gaze of Mork Upgraded	true
unit_abilities_onscreen_name_wh_main_rune_passive_master_rune_of_grungni	Master Rune of Grungni	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_strength_from_flesh	Strength From Flesh	true
unit_abilities_tooltip_text_wh_main_item_abilities_pendant_of_slaanesh	This pendant was crafted from the crystallised soul of the very first man to have been seduced by Slaanesh. 	true
unit_abilities_onscreen_name_wh2_main_unit_abilities_moon_dragons_breath	Moon Dragon's Breath	true
unit_abilities_tooltip_text_wh2_dlc11_unit_passive_noxious_unstable_mark_ii	Corpses bloated from spending too long at sea are like foul, decomposing balloons waiting to burst.	true
unit_abilities_tooltip_text_wh_dlc05_unit_abilities_the_shadows_coil	The wending and twisting of the Wardancers hardens their spirits and their bodies against would-be attackers.	true
unit_abilities_onscreen_name_wh_main_hero_abilities_ballistics_calibration	Ballistics Calibration	true
unit_abilities_tooltip_text_wh_dlc04_item_passive_jade_griffon	This small idol shimmers with an eerie green light, bestowing unnatural regenerative powers upon the wearer.	true
unit_abilities_tooltip_text_wh2_dlc16_lord_passive_ceithin_hars_tenacity	A true predator like Ceithin-Har shows no weakness when wounded, simply becoming even more of an impulsively deadly foe.	true
unit_abilities_onscreen_name_wh2_main_spell_ruin_death_frenzy	Death Frenzy	true
unit_abilities_onscreen_name_wh_dlc07_hero_passive_sacred_guardian	Sacred Guardian	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_rubble_and_ruin_tier_3_bombardment	Being a towering, walking cluster of rocks means that big bits sometimes fall off you, much to the detriment of anything smaller nearby!	true
unit_abilities_onscreen_name_wh2_dlc10_item_passive_ironwardens_shield	Ironwarden's Shield	true
unit_abilities_tooltip_text_wh2_dlc09_weapon_abilities_venom_staff	This staff channels Asaph's spiteful anger into a deadly beam that spews forth onto the foe.	true
unit_abilities_tooltip_text_wh2_main_mount_bound_scorch	The tolling sound of the Screaming Bell opens fissures in the ground, allowing white-hot flame to erupt.	true
unit_abilities_tooltip_text_wh2_main_spell_bound_wand_of_the_kharaidon	The sky opens and a bolt of burning, pure Chaos black lightning hurtles towards the foe.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_the_blood_price	Forever tormenting Malus’ soul, Tz’arkan’s Daemonic puissance always simmers just beneath Malus’ skin.	true
unit_abilities_onscreen_name_wh_main_spell_big_waaagh_brain_bursta_upgraded	Brain Bursta Upgraded	true
unit_abilities_onscreen_name_wh2_main_spell_ruin_howling_warpgale	Howling Warpgale	true
unit_abilities_onscreen_name_wh_dlc04_spell_bound_net_of_amyntok	Net of Amyntok	true
unit_abilities_onscreen_name_wh2_dlc15_army_abilities_skarsniks_waaagh	Skarsnik's Waaagh!	true
unit_abilities_onscreen_name_wh2_dlc12_spell_kroak_deliverance_of_itza_2	Deliverance of Itza II	true
unit_abilities_onscreen_name_wh2_main_character_passive_fallen_mages	Fallen Mages	true
unit_abilities_onscreen_name_wh2_dlc12_lord_abilities_focus_instincts	Focus Instincts	true
unit_abilities_tooltip_text_wh_dlc08_spell_metal_searing_doom_arzik	A spray of sizzling silver slivers rain from the sky to impale the caster's enemy.	true
unit_abilities_tooltip_text_wh_dlc04_unit_passive_unbinding_grave_guard	Summoned creatures exist in this world on borrowed time, disappearing back to the winds from whence they came.	true
unit_abilities_onscreen_name_wh2_main_mount_bound_scorch	Scorch	true
unit_abilities_onscreen_name_wh2_main_item_passive_shadow_magnet_trinket	Shadow Magnet Trinket	true
unit_abilities_tooltip_text_wh_main_item_abilities_potion_of_healing	This potion knits bones, seals flesh and staunches the flow of blood from mortal wounds.  	true
unit_abilities_onscreen_name_wh2_main_lord_passive_enchanting_beauty	Enchanting Beauty	true
unit_abilities_tooltip_text_wh2_dlc10_item_passive_stone_of_midnight	This jewel was originally gifted to Morathi by Aenarion, before it was stolen by Anar; it cloaks the wearer in shadow.	true
unit_abilities_tooltip_text_wh2_dlc15_lord_abilities_dragonhorn	A single blast on the 'Dragonhorn', forged in the fire of Draugnir's flaming breath, causes the foe to shrink in terror, for they know what surely follows…	true
unit_abilities_onscreen_name_wh_main_spell_vampires_raise_dead	Raise Dead	true
unit_abilities_tooltip_text_wh2_dlc11_lord_abilities_seduction	"Come to my cabin… You'll find it most comfortable I am sure…"	true
unit_abilities_tooltip_text_wh2_dlc15_spell_beasts_transformation_of_kadon	Kadon was able to shift his shape to that of any monster, even an Eagle. One day he found he could not change back...	true
unit_abilities_tooltip_text_wh_main_spell_metal_final_transmutation	The Wizard unleashes a hail of magical energy, transmuting his foes into Unliving golden statues.	true
unit_abilities_tooltip_text_wh_dlc08_quest_passive_ancient_protector	From the deepest, dankest forest depths a Treeman Ancient rises, charged with protecting its forest-kin from harm.	true
unit_abilities_onscreen_name_wh2_dlc11_lord_abilities_transfix	Transfix	true
unit_abilities_tooltip_text_wh2_main_faction_abilities_murderous_mastery	Slaughter! There is no greater glorification of Khaine, the God of Murder, and no more popular form of worship amongst the Dark Elves. It is through killing that Dark Elves rise above other beings. Once engulfed in enough bloodshed, they will often feel their murderous prowess increase, as if Khaine himself was guiding the blades of his disciples.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_looming_dread	Rather paradoxically, afflicting an enemy with profound paranoia can cause them to drop their guard.	true
unit_abilities_tooltip_text_wh2_dlc11_army_abilities_shanty_verse_2	"Now that we have the ocean so slow, put the sails away and prepare to row; for the monster hunts and its prey should shiver, ever since the Vortex went a-quiver!"	true
unit_abilities_tooltip_text_wh_dlc05_spell_life_flesh_to_stone	This spell temporarily transforms allies' mortal flesh into unbreakable rock, increasing tenfold their resistance to attack.	true
unit_abilities_tooltip_text_wh_main_spell_big_waaagh_ere_we_go	As the Shaman chants, he leaks fighty-energy, boosting the fierceness and prowess of friendly units nearby.	true
unit_abilities_onscreen_name_wh2_main_spell_bound_embers_of_the_phoenix	Embers of the Phoenix	true
unit_abilities_onscreen_name_wh_main_item_abilities_fiery_ring_of_thori	Fiery Ring of Thori	true
unit_abilities_tooltip_text_wh2_dlc09_lord_passive_the_curse	Like an insect sting at the point of death, striking out at the killer, sapping their strength as if shot by a thousand arrows.	true
unit_abilities_onscreen_name_wh2_dlc17_rune_passive_master_rune_of_spite	Master Rune of Spite	true
unit_abilities_onscreen_name_wh2_dlc17_spell_bound_urannons_thunderbolt	Urannon's Thunderbolt	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_omen_of_hope	The mere sight of a Phoenix lifts the spirits of the High Elves when darkness looms.	true
unit_abilities_tooltip_text_wh_dlc03_unit_passive_drunken	These troops are emboldened when fighting, drinking and feasting together, although such ‘bravery’ is only temporary at best.	true
unit_abilities_tooltip_text_wh_main_spell_heavens_wind_blast_upgraded	The Astromancer seizes the winds of the battlefield, directing them against the foe to batter the targets with unhallowed gales.	true
unit_abilities_tooltip_text_wh_dlc08_spell_death_the_fate_of_bjuna_arzik	Following the fate of the unsmiling warrior, Bjuna, the targets of the caster’s ire will laugh themselves to death.	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_master_of_the_sacred_places	Master of the Sacred Places	true
unit_abilities_tooltip_text_wh_pro04_unit_passive_guardian	In the midst of a bloodbath it's good to know that someone has your back.	true
unit_abilities_tooltip_text_wh2_dlc16_lord_passive_fanatical_resolve_1	Drycha’s soul eternally seethes, her external wounds only further fuelling her vindictive, murderous intent.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_the_daemons_curse	Those who go to war against Malus Darkblade feel his Daemonic aura. Those who come face to face with him are infected by it.	true
unit_abilities_tooltip_text_wh2_dlc17_rune_abilities_master_rune_of_breaking	Runesmiths take particular delight in the sound of the inferior works of other races breaking like icicles beneath a hammer blow.	true
unit_abilities_onscreen_name_wh2_dlc13_unit_passive_kaboom	Kaboom!	true
unit_abilities_tooltip_text_wh2_dlc10_weapon_abilities_sword_of_khaine	Those who wield Widowmaker - those who bond with the enchanted blade - can summon forth Khaine's wrath.	true
unit_abilities_tooltip_text_wh2_dlc16_lord_abilities_roused_to_wrath_2	A sudden sprouting of savage Dryads is often the first tangible warning that the forest’s savagery has truly been unleashed.	true
unit_abilities_tooltip_text_wh2_main_unit_passive_unbinding_skink_priest	Summoned creatures exist in this world on borrowed time, disappearing back to the Winds from whence they came.	true
unit_abilities_tooltip_text_wh_dlc03_weapon_abilities_scourge	Scourge is a lethal whip, thirsty for blood and wrapped in the bitter curses of many generations of Bray-Shamans. 	true
unit_abilities_tooltip_text_wh2_main_character_abilities_black_lotus	This poison contains a powerful narcotic and drives its victims to delusional insanity.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_passive_journeys_end	And no lesser battle should suffice! Khazukan Kazakit-ha!	true
unit_abilities_tooltip_text_wh2_main_spell_bound_rod_of_the_storm	The caster calls down a mighty ball of lightning and hurls it - should the foe be struck they will surely be shattered!	true
unit_abilities_onscreen_name_wh2_dlc10_quest_abilities_magic_fiery_convocation	Fiery Convocation	true
unit_abilities_tooltip_text_wh2_dlc14_unit_abilities_seismic_snare	Like their huge, earth-boring equivalents, Warp-Grinders can turn solid rock into dust on a smaller scale, halting enemies’ movements by pulverising the ground beneath them.	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_noxious_breath_imrik	Some Dragons’ noxious fumes alone have long-lasting effects on their target's coordination – if survived in the first place.	true
unit_abilities_tooltip_text_wh2_main_spell_ruin_scorch_upgraded	The sorcerer thrusts his paws into the ground summoning forth a great gout of green flame.	true
unit_abilities_onscreen_name_wh_dlc08_lord_abilities_seafang	Seafang	true
unit_abilities_tooltip_text_wh2_dlc09_army_abilities_rictus_clanstone	Clan Rictus' sacred Warpstones capitalise on the grim, vicious determination of its warriors to take on all comers and win.	true
unit_abilities_onscreen_name_wh2_dlc17_army_abilities_xapatis_sanctum	Xapati's Sanctum	true
unit_abilities_onscreen_name_wh2_dlc15_item_abilities_blood_forged_armour	Blood-Forged Armour	true
unit_abilities_onscreen_name_wh_dlc05_spell_shadow_the_withering_branchwraith	The Withering	true
unit_abilities_tooltip_text_wh_dlc03_unit_passive_unbinding_giant	Summoned creatures exist in this world on borrowed time, disappearing back to the winds from whence they came.	true
unit_abilities_tooltip_text_wh2_dlc15_lord_passive_language_of_da_boyz	When Grom joins the fightin' with his competent, well trained boyz; it's proof to all of the ladz around him that he knows da language of da boyz.	true
unit_abilities_onscreen_name_wh_main_item_abilities_power_stone	Power Stone	true
unit_abilities_onscreen_name_wh2_dlc13_character_abilities_patch_up	Patch Up	true
